Job ID,Source Date,Platform,Product Handle,Product Title,Content Angle,Asset Type,Aspect Ratio,Duration Seconds,Video Prompt,Shot List,On-screen Text,Voiceover,Model Suggestion,Status
VID-0032,2026-06-04,TikTok/Reels,moonlit-violet-beaded-bracelet,Moonlit Violet Beaded Bracelet | Stackable Crystal Bracelet,gift for her,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring Moonlit Violet Beaded Bracelet | Stackable Crystal Bracelet. Show purple crystal beaded bracelet; focus on gift for her. Use neutral knit, simple ring, watch stack, soft everyday outfit. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,Three ways to style a stackable purple bracelet | Shop the piece or save the styling idea,Three ways to style a stackable purple bracelet. Style it as gift for her. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0033,2026-06-05,TikTok/Reels,moonlit-violet-beaded-bracelet,Moonlit Violet Beaded Bracelet | Stackable Crystal Bracelet,outfit detail,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring Moonlit Violet Beaded Bracelet | Stackable Crystal Bracelet. Show purple crystal beaded bracelet; focus on outfit detail. Use neutral knit, simple ring, watch stack, soft everyday outfit. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,The everyday bracelet that makes a simple look feel finished | Shop the piece or save the styling idea,The everyday bracelet that makes a simple look feel finished. Style it as outfit detail. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0034,2026-06-06,YouTube Shorts,moonlit-violet-beaded-bracelet,Moonlit Violet Beaded Bracelet | Stackable Crystal Bracelet,everyday jewelry,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring Moonlit Violet Beaded Bracelet | Stackable Crystal Bracelet. Show purple crystal beaded bracelet; focus on everyday jewelry. Use neutral knit, simple ring, watch stack, soft everyday outfit. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,A small purple bracelet detail that changes the whole outfit | Shop the piece or save the styling idea,A small purple bracelet detail that changes the whole outfit. Style it as everyday jewelry. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0035,2026-06-07,YouTube Shorts,moonlit-violet-beaded-bracelet,Moonlit Violet Beaded Bracelet | Stackable Crystal Bracelet,purple bracelet,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring Moonlit Violet Beaded Bracelet | Stackable Crystal Bracelet. Show purple crystal beaded bracelet; focus on purple bracelet. Use neutral knit, simple ring, watch stack, soft everyday outfit. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,Three ways to style a stackable purple bracelet | Shop the piece or save the styling idea,Three ways to style a stackable purple bracelet. Style it as purple bracelet. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0036,2026-06-08,YouTube Shorts,moonlit-violet-beaded-bracelet,Moonlit Violet Beaded Bracelet | Stackable Crystal Bracelet,gift for her,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring Moonlit Violet Beaded Bracelet | Stackable Crystal Bracelet. Show purple crystal beaded bracelet; focus on gift for her. Use neutral knit, simple ring, watch stack, soft everyday outfit. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,The everyday bracelet that makes a simple look feel finished | Shop the piece or save the styling idea,The everyday bracelet that makes a simple look feel finished. Style it as gift for her. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0037,2026-06-16,TikTok/Reels,非洲翠水晶-diy手串发其一,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,everyday jewelry,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on everyday jewelry. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,A natural green stone detail for simple everyday outfits | Shop the piece or save the styling idea,A natural green stone detail for simple everyday outfits. Style it as everyday jewelry. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0038,2026-06-17,TikTok/Reels,非洲翠水晶-diy手串发其一,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,green stone jewelry,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on green stone jewelry. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,How to style African Green Quartzite without overthinking it | Shop the piece or save the styling idea,How to style African Green Quartzite without overthinking it. Style it as green stone jewelry. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0039,2026-06-18,TikTok/Reels,非洲翠水晶-diy手串发其一,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,minimalist styling,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on minimalist styling. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,"A minimal green stone accessory for soft, polished looks | Shop the piece or save the styling idea","A minimal green stone accessory for soft, polished looks. Style it as minimalist styling. Shop the piece or save the styling idea.",Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0040,2026-06-19,YouTube Shorts,非洲翠水晶-diy手串发其一,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,natural stone accessory,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on natural stone accessory. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,A natural green stone detail for simple everyday outfits | Shop the piece or save the styling idea,A natural green stone detail for simple everyday outfits. Style it as natural stone accessory. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0041,2026-06-20,YouTube Shorts,非洲翠水晶-diy手串发其一,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,everyday jewelry,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on everyday jewelry. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,How to style African Green Quartzite without overthinking it | Shop the piece or save the styling idea,How to style African Green Quartzite without overthinking it. Style it as everyday jewelry. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0042,2026-06-21,YouTube Shorts,非洲翠水晶-diy手串发其一,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,green stone jewelry,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on green stone jewelry. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,"A minimal green stone accessory for soft, polished looks | Shop the piece or save the styling idea","A minimal green stone accessory for soft, polished looks. Style it as green stone jewelry. Shop the piece or save the styling idea.",Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0043,2026-05-30,TikTok/Reels,石英质玉非洲翠合金手链,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,natural stone accessory,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on natural stone accessory. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,A natural green stone detail for simple everyday outfits | Shop the piece or save the styling idea,A natural green stone detail for simple everyday outfits. Style it as natural stone accessory. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0044,2026-05-31,TikTok/Reels,石英质玉非洲翠合金手链,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,everyday jewelry,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on everyday jewelry. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,How to style African Green Quartzite without overthinking it | Shop the piece or save the styling idea,How to style African Green Quartzite without overthinking it. Style it as everyday jewelry. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0045,2026-06-01,TikTok/Reels,石英质玉非洲翠合金手链,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,green stone jewelry,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on green stone jewelry. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,"A minimal green stone accessory for soft, polished looks | Shop the piece or save the styling idea","A minimal green stone accessory for soft, polished looks. Style it as green stone jewelry. Shop the piece or save the styling idea.",Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0046,2026-06-02,YouTube Shorts,石英质玉非洲翠合金手链,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,gift for her,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on gift for her. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,A natural green stone detail for simple everyday outfits | Shop the piece or save the styling idea,A natural green stone detail for simple everyday outfits. Style it as gift for her. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0047,2026-06-03,YouTube Shorts,石英质玉非洲翠合金手链,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,natural stone accessory,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on natural stone accessory. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,How to style African Green Quartzite without overthinking it | Shop the piece or save the styling idea,How to style African Green Quartzite without overthinking it. Style it as natural stone accessory. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0048,2026-06-04,YouTube Shorts,石英质玉非洲翠合金手链,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,everyday jewelry,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on everyday jewelry. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,"A minimal green stone accessory for soft, polished looks | Shop the piece or save the styling idea","A minimal green stone accessory for soft, polished looks. Style it as everyday jewelry. Shop the piece or save the styling idea.",Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0049,2026-06-12,TikTok/Reels,石英质玉非洲翠飘花手串,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,gift for her,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on gift for her. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,A natural green stone detail for simple everyday outfits | Shop the piece or save the styling idea,A natural green stone detail for simple everyday outfits. Style it as gift for her. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0050,2026-06-13,TikTok/Reels,石英质玉非洲翠飘花手串,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,natural stone accessory,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on natural stone accessory. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,How to style African Green Quartzite without overthinking it | Shop the piece or save the styling idea,How to style African Green Quartzite without overthinking it. Style it as natural stone accessory. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0051,2026-06-14,TikTok/Reels,石英质玉非洲翠飘花手串,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,everyday jewelry,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on everyday jewelry. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,"A minimal green stone accessory for soft, polished looks | Shop the piece or save the styling idea","A minimal green stone accessory for soft, polished looks. Style it as everyday jewelry. Shop the piece or save the styling idea.",Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0052,2026-06-15,YouTube Shorts,石英质玉非洲翠飘花手串,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,minimalist styling,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on minimalist styling. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,A natural green stone detail for simple everyday outfits | Shop the piece or save the styling idea,A natural green stone detail for simple everyday outfits. Style it as minimalist styling. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0053,2026-06-16,YouTube Shorts,石英质玉非洲翠飘花手串,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,gift for her,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on gift for her. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,How to style African Green Quartzite without overthinking it | Shop the piece or save the styling idea,How to style African Green Quartzite without overthinking it. Style it as gift for her. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0054,2026-06-17,YouTube Shorts,石英质玉非洲翠飘花手串,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,natural stone accessory,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on natural stone accessory. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,"A minimal green stone accessory for soft, polished looks | Shop the piece or save the styling idea","A minimal green stone accessory for soft, polished looks. Style it as natural stone accessory. Shop the piece or save the styling idea.",Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0055,2026-06-25,TikTok/Reels,石英质玉非洲翠缅黄多宝手串发其一多样性发货,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,minimalist styling,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on minimalist styling. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,A natural green stone detail for simple everyday outfits | Shop the piece or save the styling idea,A natural green stone detail for simple everyday outfits. Style it as minimalist styling. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0056,2026-06-26,TikTok/Reels,石英质玉非洲翠缅黄多宝手串发其一多样性发货,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,gift for her,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on gift for her. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,How to style African Green Quartzite without overthinking it | Shop the piece or save the styling idea,How to style African Green Quartzite without overthinking it. Style it as gift for her. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0057,2026-06-27,TikTok/Reels,石英质玉非洲翠缅黄多宝手串发其一多样性发货,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,natural stone accessory,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on natural stone accessory. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,"A minimal green stone accessory for soft, polished looks | Shop the piece or save the styling idea","A minimal green stone accessory for soft, polished looks. Style it as natural stone accessory. Shop the piece or save the styling idea.",Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0058,2026-05-29,YouTube Shorts,石英质玉非洲翠缅黄多宝手串发其一多样性发货,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,green stone jewelry,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on green stone jewelry. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,A natural green stone detail for simple everyday outfits | Shop the piece or save the styling idea,A natural green stone detail for simple everyday outfits. Style it as green stone jewelry. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0059,2026-05-30,YouTube Shorts,石英质玉非洲翠缅黄多宝手串发其一多样性发货,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,minimalist styling,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on minimalist styling. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,How to style African Green Quartzite without overthinking it | Shop the piece or save the styling idea,How to style African Green Quartzite without overthinking it. Style it as minimalist styling. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0060,2026-05-31,YouTube Shorts,石英质玉非洲翠缅黄多宝手串发其一多样性发货,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,gift for her,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on gift for her. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,"A minimal green stone accessory for soft, polished looks | Shop the piece or save the styling idea","A minimal green stone accessory for soft, polished looks. Style it as gift for her. Shop the piece or save the styling idea.",Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
VID-0061,2026-06-08,TikTok/Reels,石英质玉非洲翠手串,African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry,green stone jewelry,AI Image-to-Video Clip,9:16,14,"Create a vertical short video for Mandala Jewels featuring African Green Quartzite Beaded Bracelet | Natural Green Stone Jewelry. Show African Green Quartzite / Green Quartzite Jewelry with a natural green stone look; focus on green stone jewelry. Use white shirt, denim, warm neutral outfit, minimal styling. Camera: macro close-up, wrist or neckline detail, gentle hand movement, outfit transition, natural window light. Tone: calm, modern, premium, organic social. Avoid claims about luck, wellness, protection, or money.",0-2s product close-up hook; 2-6s hand/wrist or outfit detail; 6-10s styling transition; 10-14s final product hero shot with CTA-safe frame,A natural green stone detail for simple everyday outfits | Shop the piece or save the styling idea,A natural green stone detail for simple everyday outfits. Style it as green stone jewelry. Shop the piece or save the styling idea.,Runway/Luma/Kling image-to-video after product image approval,Prompt Ready
